TX_X,TX_Y,TX_Z,RX_X,RX_Y,RX_Z,AOA,CSI_Reading
[27  1 -3],[22.63126531 -0.33026388 -3.144462  ],[0.06518106],"[6.445503  6.4044647 6.3485317 6.335472  6.3780193 6.4486732 6.5132675
 6.539259  6.548523  6.528349  6.483076  6.4633904 6.441057  6.4636593
 6.4853096 6.5510635 6.5872364 6.597584  6.531126  6.408901  6.348381
 6.353054  6.4558964 6.5357666 6.58864   6.556896  6.473839  6.37632
 6.3420258 6.407814  6.523409  6.61907   6.664896  6.647909  6.6002293
 6.5348988 6.4504642 6.4308147 6.443058  6.512398  6.560871  6.599964
 6.581745  6.5128174 6.4264946 6.3251762 6.3128376 6.331377  6.4055862
 6.439682  6.430771  6.348154  6.407776  6.472904  6.5591908 6.605629
 6.6460133 6.6259174 6.6176453 6.574362  6.602566  6.6404686 6.695757
 6.761032  6.7754173 6.760723  6.6741085 6.596512  6.5467377 6.592409
 6.6654034 6.7380333 6.769371  6.753334  6.678465  6.582987  6.517412
 6.5510445 6.653507  6.7312527 6.7679386 6.699112  6.6104393 6.4745674
 6.4115295 6.3912735 6.4669685 6.557558  6.5870132 6.5681477 6.459072
 6.350582  6.2517548 6.2509956 6.305588  6.3975697 6.4536133 6.4652843
 6.4159184 6.327608  6.231146  6.1966877 6.239723  6.326849  6.4679947
 6.5222073 6.5452976 6.5254364 6.508539  6.477215  6.485798  6.4931335
 6.555519  6.602976  6.617071  6.613302  6.551197  6.5035515 6.452635
 6.494133  6.5685844 6.669697  6.6955853 6.637493  6.5501804 6.468342
 6.450302  6.4715557 6.5408516 6.614624  6.6635094 6.642048  6.5903816
 6.5162125 6.492119  6.48843   6.5470676 6.6055202 6.670225  6.686592
 6.610983  6.5182304 6.403061  6.3775673 6.4009857 6.4943657 6.5576
 6.562376  6.4872837 6.3482704 6.235428  6.1789513 6.230688  6.331768
 6.4323883 6.4605865 6.4992332 6.481989  6.512684  6.5612793 6.6677
 6.741539  6.812523  6.7937126 6.7771053 6.7214584 6.6968136 6.7337494
 6.8055325 6.8830338 6.88723   6.8166847 6.6972523 6.615181  6.5981903
 6.675274  6.77067   6.859173  6.8508244 6.7757187 6.638092  6.5603065
 6.5589542 6.6001167 6.6740875 6.685467  6.6876564 6.6008797 6.5035934
 6.360712  6.286625  6.2823944 6.3358517 6.4204445 6.453125  6.4328785
 6.34169   6.245018  6.1799603 6.2076664 6.287222  6.4226723 6.5000725
 6.505602  6.380768  6.220701  6.0814247 6.0598907 5.193329  5.171486
 5.207527  5.3107643 5.451153  5.559986  5.6249504 5.6167755 5.6153984
 5.642105  5.7009773 5.815342  5.910301  6.013052  6.042824  6.0474205
 5.996994  5.9799576 6.0024796 6.0575676 6.1836033 6.293007  6.3889847
 6.3894863 6.3421288 6.261265  6.231285  6.275978  6.3883686 6.5223923
 6.6218166 6.638891  6.600174  6.5393105 6.5306587 6.593292  6.6706543
 6.7814674 6.8445816 6.8807125 6.838524  6.783802  6.7389145 6.7556458
 6.8421574 6.916012  6.984804  6.9719524 6.9068947 6.7856026 6.684759
 6.6400433 5.612274  5.707693  5.7587986 5.726719  5.713009  5.6900616
 5.7605724 5.825136  5.9640427 6.0737534 6.1428547 6.168667  6.1324577
 6.132128  6.175707  6.3095207 6.450161  6.5736027 6.5962124 6.537365
 6.438919  6.398184  6.4244614 6.5122337 6.5913467 6.6558666 6.685507
 6.660366  6.638098  6.606161  6.6593075 6.718357  6.818836  6.879238
 6.9376335 6.955406  6.9013996 6.8372116 6.7779655 6.8074894 6.8794975
 6.975544  7.016632  7.003107  6.908272  6.7858524 6.6829224 6.688442
 6.768915  6.8849564 6.9535275 6.9560776 5.5415306 5.502474  5.4541054
 5.421913  5.487133  5.579176  5.7128315 5.7759895 5.8390236 5.8596725
 5.855221  5.870287  5.8786583 5.9674873 6.0710373 6.211067  6.2865143
 6.318371  6.269762  6.1882095 6.1703606 6.24489   6.389271  6.4997444
 6.534855  6.4880295 6.41527   6.362522  6.411932  6.5332985 6.7088966
 6.8192844 6.8742275 6.842964  6.7984543 6.764086  6.7294426 6.769272
 6.8321686 6.94335   7.005005  7.028578  6.9786167 6.9008427 6.8214703
 6.7672577 6.78446   6.8485107 6.9168453 6.9325047 6.883938  6.7909775
 5.5787277 5.724123  5.8779182 5.9520416 6.0078163 6.0011005 6.027508
 6.0265827 6.116312  6.2249584 6.355938  6.466219  6.5147896 6.5221367
 6.5003414 6.490906  6.5232563 6.6183834 6.7123623 6.7849617 6.7821045
 6.761505  6.6896286 6.645878  6.6112823 6.6628838 6.755127  6.8188
 6.841942  6.771961  6.7113647 6.6371155 6.6395016 6.6722946 6.7841797
 6.901083  6.9594536 6.9458504 6.8649597 6.7785873 6.7320213 6.7539635
 6.8190384 6.9126797 6.9522133 6.952858  6.868887  6.794817  6.720829
 6.729954  6.778099  6.8603973 5.9548473 5.8990192 5.8654327 5.9095917
 6.024128  6.1486244 6.240528  6.265827  6.271801  6.2668114 6.2638493
 6.308832  6.3569107 6.43791   6.48011   6.517145  6.4940834 6.454544
 6.3852158 6.314434  6.339304  6.4155235 6.5364437 6.582449  6.5675907
 6.475357  6.379366  6.3361473 6.3984337 6.547844  6.700613  6.7798157
 6.7801247 6.7184525 6.6609154 6.6396255 6.637575  6.703596  6.766819
 6.8331375 6.8318005 6.803051  6.7413807 6.686041  6.670372  6.6630936
 6.7133636 6.7393513 6.75276   6.7010727 6.6232204 6.5326233 6.10672
 6.217596  6.3102036 6.331661  6.3477154 6.3217087 6.3435364 6.3539104
 6.4486294 6.5426674 6.623392  6.67762   6.6636276 6.6383095 6.592762
 6.6047516 6.6549225 6.7540855 6.8105984 6.809883  6.7514267 6.686264
 6.625231  6.604107  6.6189003 6.69071   6.775627  6.8051453 6.795223
 6.7137947 6.666256  6.6175575 6.652336  6.706705  6.8090477 6.8844433
 6.8719635 6.807293  6.6873837 6.614498  6.5902863 6.6500263 6.7201595
 6.775751  6.755352  6.6785927 6.566839  6.497677  6.4901276 6.5633698
 6.660549  6.735153  6.1351624 6.1559258 6.14159   6.106922  6.1237984
 6.15942   6.245346  6.303093  6.3848515 6.429325  6.4324303 6.425791
 6.3863564 6.401745  6.4386444 6.5479107 6.6374817 6.7010098 6.665537
 6.5520477 6.449707  6.4171333 6.4831505 6.571142  6.641678  6.657963
 6.6300564 6.563013  6.533867  6.553665  6.6554356 6.747072  6.833887
 6.8617706 6.8694477 6.8430023 6.7616367 6.7119713 6.6813927 6.738014
 6.7998085 6.869026  6.8735313 6.818857  6.7068653 6.5711765 6.502434
 6.5205536 6.6154594 6.7065506 6.7484627 6.712639  6.1404076 6.2040615
 6.311962  6.3990593 6.506199  6.559017  6.611603  6.5941906 6.617626
 6.6407433 6.705353  6.7989883 6.8758736 6.9203396 6.8938484 6.817425
 6.7370243 6.7274494 6.7762947 6.8709545 6.930523  6.961727  6.9000816
 6.8045692 6.683449  6.657915  6.718216  6.796356  6.861517  6.8318653
 6.782627  6.669424  6.58873   6.5208626 6.5588875 6.6539764 6.742716
 6.789036  6.7529335 6.665283  6.553177  6.48386   6.4849205 6.5770454
 6.67474   6.766762  6.765566  6.7130394 6.5825825 6.486084  6.4493904
 6.514532  4.3289185 4.422703  4.572794  4.7160816 4.826765  4.8531647
 4.8509254 4.7903423 4.7832966 4.8483543 4.9622154 5.116436  5.2053757
 5.276821  5.254118  5.221794  5.177002  5.2466564 5.4136505 5.5924454
 5.7705097 5.858938  5.911188  5.8985214 5.898535  5.920021  6.004923
 6.112997  6.2024117 6.2464294 6.2541428 6.2192383 6.1964436 6.202862
 6.2762165 6.399452  6.4878464 6.5666237 6.572174  6.563778  6.5090027
 6.4878426 6.5171795 6.626959  6.7887096 6.8883915 6.9301605 6.8657227
 6.75914   6.6473045 6.6148415 6.665474  5.0607014 5.0818806 5.066265
 4.990135  4.9767876 4.981634  5.1024513 5.1834106 5.301035  5.3581047
 5.369034  5.3475723 5.2906914 5.3216476 5.4446716 5.65856   5.832428
 5.944254  5.937908  5.8751564 5.8263226 5.897148  6.047249  6.2234707
 6.3237953 6.3557224 6.3411713 6.3093166 6.3440742 6.411764  6.5630627
 6.676176  6.772444  6.7801323 6.7633533 6.7243786 6.6600876 6.64571
 6.678959  6.7986126 6.916971  6.999853  6.988247  6.9208603 6.80925
 6.7306824 6.717659  6.8145905 6.9325714 7.0209503 7.015381  6.938345
 4.8129864 4.735506  4.7045116 4.7213936 4.843895  4.95249   5.077423
 5.08663   5.0860043 5.061058  5.0543175 5.106781  5.155716  5.271389
 5.3653793 5.4664764 5.492302  5.5138664 5.527727  5.576742  5.7055874
 5.877079  6.04768   6.1417027 6.1450863 6.0851707 6.047474  6.076948
 6.212034  6.371832  6.535454  6.6003036 6.604538  6.5345955 6.484646
 6.493149  6.529892  6.637329  6.7292404 6.826206  6.8461266 6.825783
 6.761858  6.730999  6.7570076 6.8183537 6.8990993 6.953293  6.9520493
 6.8866463 6.784897  6.7004395 5.026329  5.196987  5.3352757 5.3526573
 5.3298683 5.2536354 5.262583  5.2889977 5.432379  5.5779743 5.708233
 5.771961  5.750778  5.7087727 5.720867  5.8238506 5.985983  6.158985
 6.2554398 6.2844315 6.2308807 6.210739  6.2051544 6.285612  6.3678856
 6.4800262 6.5698586 6.6009808 6.5992546 6.537264  6.5302505 6.5430527
 6.630823  6.7099686 6.8093224 6.8700485 6.857662  6.7904205 6.711828
 6.6965866 6.7651386 6.8772354 6.9618263 7.0061035 6.961548  6.8884106
 6.7825813 6.770359  6.812916  6.922579  6.996992  7.028351 ]",,,,
27,1,-3,22.63126530708106,-0.3302638765099575,-3.144462000935146,0.06518105849582168,"[6.445503  6.4044647 6.3485317 6.335472  6.3780193 6.4486732 6.5132675
 6.539259  6.548523  6.528349  6.483076  6.4633904 6.441057  6.4636593
 6.4853096 6.5510635 6.5872364 6.597584  6.531126  6.408901  6.348381
 6.353054  6.4558964 6.5357666 6.58864   6.556896  6.473839  6.37632
 6.3420258 6.407814  6.523409  6.61907   6.664896  6.647909  6.6002293
 6.5348988 6.4504642 6.4308147 6.443058  6.512398  6.560871  6.599964
 6.581745  6.5128174 6.4264946 6.3251762 6.3128376 6.331377  6.4055862
 6.439682  6.430771  6.348154  6.407776  6.472904  6.5591908 6.605629
 6.6460133 6.6259174 6.6176453 6.574362  6.602566  6.6404686 6.695757
 6.761032  6.7754173 6.760723  6.6741085 6.596512  6.5467377 6.592409
 6.6654034 6.7380333 6.769371  6.753334  6.678465  6.582987  6.517412
 6.5510445 6.653507  6.7312527 6.7679386 6.699112  6.6104393 6.4745674
 6.4115295 6.3912735 6.4669685 6.557558  6.5870132 6.5681477 6.459072
 6.350582  6.2517548 6.2509956 6.305588  6.3975697 6.4536133 6.4652843
 6.4159184 6.327608  6.231146  6.1966877 6.239723  6.326849  6.4679947
 6.5222073 6.5452976 6.5254364 6.508539  6.477215  6.485798  6.4931335
 6.555519  6.602976  6.617071  6.613302  6.551197  6.5035515 6.452635
 6.494133  6.5685844 6.669697  6.6955853 6.637493  6.5501804 6.468342
 6.450302  6.4715557 6.5408516 6.614624  6.6635094 6.642048  6.5903816
 6.5162125 6.492119  6.48843   6.5470676 6.6055202 6.670225  6.686592
 6.610983  6.5182304 6.403061  6.3775673 6.4009857 6.4943657 6.5576
 6.562376  6.4872837 6.3482704 6.235428  6.1789513 6.230688  6.331768
 6.4323883 6.4605865 6.4992332 6.481989  6.512684  6.5612793 6.6677
 6.741539  6.812523  6.7937126 6.7771053 6.7214584 6.6968136 6.7337494
 6.8055325 6.8830338 6.88723   6.8166847 6.6972523 6.615181  6.5981903
 6.675274  6.77067   6.859173  6.8508244 6.7757187 6.638092  6.5603065
 6.5589542 6.6001167 6.6740875 6.685467  6.6876564 6.6008797 6.5035934
 6.360712  6.286625  6.2823944 6.3358517 6.4204445 6.453125  6.4328785
 6.34169   6.245018  6.1799603 6.2076664 6.287222  6.4226723 6.5000725
 6.505602  6.380768  6.220701  6.0814247 6.0598907 5.193329  5.171486
 5.207527  5.3107643 5.451153  5.559986  5.6249504 5.6167755 5.6153984
 5.642105  5.7009773 5.815342  5.910301  6.013052  6.042824  6.0474205
 5.996994  5.9799576 6.0024796 6.0575676 6.1836033 6.293007  6.3889847
 6.3894863 6.3421288 6.261265  6.231285  6.275978  6.3883686 6.5223923
 6.6218166 6.638891  6.600174  6.5393105 6.5306587 6.593292  6.6706543
 6.7814674 6.8445816 6.8807125 6.838524  6.783802  6.7389145 6.7556458
 6.8421574 6.916012  6.984804  6.9719524 6.9068947 6.7856026 6.684759
 6.6400433 5.612274  5.707693  5.7587986 5.726719  5.713009  5.6900616
 5.7605724 5.825136  5.9640427 6.0737534 6.1428547 6.168667  6.1324577
 6.132128  6.175707  6.3095207 6.450161  6.5736027 6.5962124 6.537365
 6.438919  6.398184  6.4244614 6.5122337 6.5913467 6.6558666 6.685507
 6.660366  6.638098  6.606161  6.6593075 6.718357  6.818836  6.879238
 6.9376335 6.955406  6.9013996 6.8372116 6.7779655 6.8074894 6.8794975
 6.975544  7.016632  7.003107  6.908272  6.7858524 6.6829224 6.688442
 6.768915  6.8849564 6.9535275 6.9560776 5.5415306 5.502474  5.4541054
 5.421913  5.487133  5.579176  5.7128315 5.7759895 5.8390236 5.8596725
 5.855221  5.870287  5.8786583 5.9674873 6.0710373 6.211067  6.2865143
 6.318371  6.269762  6.1882095 6.1703606 6.24489   6.389271  6.4997444
 6.534855  6.4880295 6.41527   6.362522  6.411932  6.5332985 6.7088966
 6.8192844 6.8742275 6.842964  6.7984543 6.764086  6.7294426 6.769272
 6.8321686 6.94335   7.005005  7.028578  6.9786167 6.9008427 6.8214703
 6.7672577 6.78446   6.8485107 6.9168453 6.9325047 6.883938  6.7909775
 5.5787277 5.724123  5.8779182 5.9520416 6.0078163 6.0011005 6.027508
 6.0265827 6.116312  6.2249584 6.355938  6.466219  6.5147896 6.5221367
 6.5003414 6.490906  6.5232563 6.6183834 6.7123623 6.7849617 6.7821045
 6.761505  6.6896286 6.645878  6.6112823 6.6628838 6.755127  6.8188
 6.841942  6.771961  6.7113647 6.6371155 6.6395016 6.6722946 6.7841797
 6.901083  6.9594536 6.9458504 6.8649597 6.7785873 6.7320213 6.7539635
 6.8190384 6.9126797 6.9522133 6.952858  6.868887  6.794817  6.720829
 6.729954  6.778099  6.8603973 5.9548473 5.8990192 5.8654327 5.9095917
 6.024128  6.1486244 6.240528  6.265827  6.271801  6.2668114 6.2638493
 6.308832  6.3569107 6.43791   6.48011   6.517145  6.4940834 6.454544
 6.3852158 6.314434  6.339304  6.4155235 6.5364437 6.582449  6.5675907
 6.475357  6.379366  6.3361473 6.3984337 6.547844  6.700613  6.7798157
 6.7801247 6.7184525 6.6609154 6.6396255 6.637575  6.703596  6.766819
 6.8331375 6.8318005 6.803051  6.7413807 6.686041  6.670372  6.6630936
 6.7133636 6.7393513 6.75276   6.7010727 6.6232204 6.5326233 6.10672
 6.217596  6.3102036 6.331661  6.3477154 6.3217087 6.3435364 6.3539104
 6.4486294 6.5426674 6.623392  6.67762   6.6636276 6.6383095 6.592762
 6.6047516 6.6549225 6.7540855 6.8105984 6.809883  6.7514267 6.686264
 6.625231  6.604107  6.6189003 6.69071   6.775627  6.8051453 6.795223
 6.7137947 6.666256  6.6175575 6.652336  6.706705  6.8090477 6.8844433
 6.8719635 6.807293  6.6873837 6.614498  6.5902863 6.6500263 6.7201595
 6.775751  6.755352  6.6785927 6.566839  6.497677  6.4901276 6.5633698
 6.660549  6.735153  6.1351624 6.1559258 6.14159   6.106922  6.1237984
 6.15942   6.245346  6.303093  6.3848515 6.429325  6.4324303 6.425791
 6.3863564 6.401745  6.4386444 6.5479107 6.6374817 6.7010098 6.665537
 6.5520477 6.449707  6.4171333 6.4831505 6.571142  6.641678  6.657963
 6.6300564 6.563013  6.533867  6.553665  6.6554356 6.747072  6.833887
 6.8617706 6.8694477 6.8430023 6.7616367 6.7119713 6.6813927 6.738014
 6.7998085 6.869026  6.8735313 6.818857  6.7068653 6.5711765 6.502434
 6.5205536 6.6154594 6.7065506 6.7484627 6.712639  6.1404076 6.2040615
 6.311962  6.3990593 6.506199  6.559017  6.611603  6.5941906 6.617626
 6.6407433 6.705353  6.7989883 6.8758736 6.9203396 6.8938484 6.817425
 6.7370243 6.7274494 6.7762947 6.8709545 6.930523  6.961727  6.9000816
 6.8045692 6.683449  6.657915  6.718216  6.796356  6.861517  6.8318653
 6.782627  6.669424  6.58873   6.5208626 6.5588875 6.6539764 6.742716
 6.789036  6.7529335 6.665283  6.553177  6.48386   6.4849205 6.5770454
 6.67474   6.766762  6.765566  6.7130394 6.5825825 6.486084  6.4493904
 6.514532  4.3289185 4.422703  4.572794  4.7160816 4.826765  4.8531647
 4.8509254 4.7903423 4.7832966 4.8483543 4.9622154 5.116436  5.2053757
 5.276821  5.254118  5.221794  5.177002  5.2466564 5.4136505 5.5924454
 5.7705097 5.858938  5.911188  5.8985214 5.898535  5.920021  6.004923
 6.112997  6.2024117 6.2464294 6.2541428 6.2192383 6.1964436 6.202862
 6.2762165 6.399452  6.4878464 6.5666237 6.572174  6.563778  6.5090027
 6.4878426 6.5171795 6.626959  6.7887096 6.8883915 6.9301605 6.8657227
 6.75914   6.6473045 6.6148415 6.665474  5.0607014 5.0818806 5.066265
 4.990135  4.9767876 4.981634  5.1024513 5.1834106 5.301035  5.3581047
 5.369034  5.3475723 5.2906914 5.3216476 5.4446716 5.65856   5.832428
 5.944254  5.937908  5.8751564 5.8263226 5.897148  6.047249  6.2234707
 6.3237953 6.3557224 6.3411713 6.3093166 6.3440742 6.411764  6.5630627
 6.676176  6.772444  6.7801323 6.7633533 6.7243786 6.6600876 6.64571
 6.678959  6.7986126 6.916971  6.999853  6.988247  6.9208603 6.80925
 6.7306824 6.717659  6.8145905 6.9325714 7.0209503 7.015381  6.938345
 4.8129864 4.735506  4.7045116 4.7213936 4.843895  4.95249   5.077423
 5.08663   5.0860043 5.061058  5.0543175 5.106781  5.155716  5.271389
 5.3653793 5.4664764 5.492302  5.5138664 5.527727  5.576742  5.7055874
 5.877079  6.04768   6.1417027 6.1450863 6.0851707 6.047474  6.076948
 6.212034  6.371832  6.535454  6.6003036 6.604538  6.5345955 6.484646
 6.493149  6.529892  6.637329  6.7292404 6.826206  6.8461266 6.825783
 6.761858  6.730999  6.7570076 6.8183537 6.8990993 6.953293  6.9520493
 6.8866463 6.784897  6.7004395 5.026329  5.196987  5.3352757 5.3526573
 5.3298683 5.2536354 5.262583  5.2889977 5.432379  5.5779743 5.708233
 5.771961  5.750778  5.7087727 5.720867  5.8238506 5.985983  6.158985
 6.2554398 6.2844315 6.2308807 6.210739  6.2051544 6.285612  6.3678856
 6.4800262 6.5698586 6.6009808 6.5992546 6.537264  6.5302505 6.5430527
 6.630823  6.7099686 6.8093224 6.8700485 6.857662  6.7904205 6.711828
 6.6965866 6.7651386 6.8772354 6.9618263 7.0061035 6.961548  6.8884106
 6.7825813 6.770359  6.812916  6.922579  6.996992  7.028351 ]"
